,recruitType,year,ranking,name,school,committedTo,position,height,weight,stars,rating,city,stateProvince,country
992,HighSchool,2019,993.0,Kenan Johnson,Lake Minneola,Georgia Tech,CB,72.0,175.0,3,0.8551,Lake Minneola,FL,
993,HighSchool,2019,994.0,Terence Doston,Hillsborough,West Virginia,ATH,71.0,175.0,3,0.8548,Tampa,FL,
994,HighSchool,2019,995.0,Izaiah Henderson,Mater Dei,Boston College,SDE,76.0,265.0,3,0.8548,Middletown,NJ,
995,HighSchool,2019,996.0,Lexington Joseph,Miami Central,Florida International,RB,66.5,168.0,3,0.8547,Miami,FL,
996,HighSchool,2019,997.0,Markel Reed,Temple,Boise State,CB,73.0,166.0,3,0.8547,Temple,TX,
997,HighSchool,2019,998.0,Harrison White,Klein,Baylor,SDE,77.0,263.0,3,0.8547,Spring,TX,
998,HighSchool,2019,999.0,Kamari Morales,Lincoln,North Carolina,TE,75.0,232.0,3,0.8547,Tallahassee,FL,
999,HighSchool,2019,1000.0,Nate Polk,Saguaro,Air Force,S,74.0,180.0,3,0.8545,Scottsdale,AZ,
1000,HighSchool,2019,,Christian LaValle,Mission Viejo,Utah State,ILB,72.0,230.0,3,0.8543,Mission Viejo,CA,
1001,HighSchool,2019,,Charles Mincy Jr.,Mallard Creek,,RB,70.0,180.0,3,0.8542,Charlotte,NC,
1002,HighSchool,2019,,Donald Clay,John Curtis,SMU,S,71.0,175.0,3,0.854,New Orleans,LA,
1003,HighSchool,2019,,Jaylen Nichols,Myers Park,South Carolina,OT,77.0,300.0,3,0.854,Charlotte,NC,
1004,HighSchool,2019,,Brandon Joseph,College Station,Northwestern,S,73.0,185.0,3,0.854,College Station,TX,
1005,HighSchool,2019,,Christian James,Christian Brothers,Vanderbilt,WDE,76.0,245.0,3,0.854,Memphis,TN,
1006,HighSchool,2019,,Justin Dinka,Marcus,San Diego State,RB,70.5,185.0,3,0.854,Flower Mound,TX,
1007,HighSchool,2019,,Demetrius Mauney,East Rutherford,East Carolina,ATH,72.0,195.0,3,0.854,Forest City,NC,
1008,HighSchool,2019,,Joseph Honeysucker,Hillsboro,Memphis,WDE,74.5,217.0,3,0.854,Nashville,TN,
1009,HighSchool,2019,,Bryce Gallagher,St. Sebastian's,Northwestern,OLB,75.0,215.0,3,0.854,Needham,MA,
1010,HighSchool,2019,,Tate Hallock,Forest Hills Central,Michigan State,ATH,75.0,185.0,3,0.854,Grand Rapids,MI,
1011,HighSchool,2019,,Demarco Jones,Booker T. Washington,Oklahoma State,CB,73.0,175.0,3,0.854,Tulsa,OK,
1012,HighSchool,2019,,Jouvensly Bazil,Golden Gate,Washington State,APB,70.0,180.0,3,0.854,Naples,FL,
1013,HighSchool,2019,,Kerry Martin,Capital,West Virginia,S,74.0,188.0,3,0.854,Charleston,WV,
1014,HighSchool,2019,,Jahquez Evans,Mays,South Florida,DUAL,74.0,180.0,3,0.854,Atlanta,GA,
1015,HighSchool,2019,,Tyreese Jackson,Westgate,Colorado State,RB,71.0,208.0,3,0.8539,New Iberia,LA,
1016,HighSchool,2019,,Jacob Wahlberg,Mona Shores,Purdue,ILB,76.0,215.0,3,0.8539,Muskegon,MI,
1017,HighSchool,2019,,Corey Thomas,Central Catholic,Akron,S,76.0,190.0,3,0.8539,Pittsburgh,PA,
1018,HighSchool,2019,,Peter Hayes-Patrick,Timber Creek,Akron,RB,70.0,180.0,3,0.8538,Orlando,FL,
1019,HighSchool,2019,,Cameron Allen,Graham,Purdue,CB,73.0,185.0,3,0.8538,Bluefield,VA,
1020,HighSchool,2019,,Chris Reames,Van Meter,Iowa,SDE,79.0,225.0,3,0.8538,Van Meter,IA,
1021,HighSchool,2019,,Corey Williams,Episcopal,Southern,ATH,71.0,180.0,3,0.8538,Bellaire,TX,
1022,HighSchool,2019,,Jordan Patterson,Westlake,,S,75.0,191.0,3,0.8538,Westlake Village,CA,
1023,HighSchool,2019,,Michael Lockhart,Huffman,Georgia Tech,DT,77.0,264.0,3,0.8537,Birmingham,AL,
1024,HighSchool,2019,,Keegan Duncan,Declo Senior,Boise State,ATH,75.0,220.0,3,0.8537,Declo,ID,
1025,HighSchool,2019,,Patrick Utschinski,Walla Walla,Washington State,OT,79.0,280.0,3,0.8537,Walla Walla,WA,
1026,HighSchool,2019,,Kendall Wilkerson,Kentwood,Louisiana,SDE,77.0,265.0,3,0.8537,Kentwood,LA,
1027,HighSchool,2019,,Anthony Watkins,South Hills,Missouri,S,72.0,180.0,3,0.8535,Fort Worth,TX,
1028,HighSchool,2019,,Brandon Shivers,Saguaro,New Mexico State,CB,73.0,175.0,3,0.8534,Scottsdale,AZ,
1029,HighSchool,2019,,Josh McKenzie,Bergen Catholic,Yale,ATH,69.0,180.0,3,0.8534,Oradell,NJ,
1030,HighSchool,2019,,Zamar Wise,Barringer,Rutgers,DUAL,75.0,205.0,3,0.8534,Newark,NJ,
1031,HighSchool,2019,,Beau Taylor,Bishop Gorman,UCLA,OG,77.0,286.0,3,0.8534,Las Vegas,NV,
1032,HighSchool,2019,,Will Gipson,Aliquippa,Pittsburgh,ATH,75.0,175.0,3,0.8534,Aliquippa,PA,
1033,HighSchool,2019,,Joachim Bangda,St. Frances Academy,Kent State,RB,70.0,215.0,3,0.8533,Washington,DC,
1034,HighSchool,2019,,Mohamed Toure,Pleasantville,Rutgers,ILB,74.0,213.0,3,0.8532,Pleasantville,NJ,
1035,HighSchool,2019,,Jaylen Martin,Eleanor Roosevelt,California,CB,74.0,170.0,3,0.8532,Corona,CA,
1036,HighSchool,2019,,Elijah Mojarro,Orange Lutheran,California,TE,76.0,225.0,3,0.8532,Orange,CA,
1037,HighSchool,2019,,Konner Gomness,San Joaquin Memorial,Washington State,OG,76.0,270.0,3,0.8531,Fresno,CA,
1038,HighSchool,2019,,Joey Velazquez,St. Francis De Sales,Michigan,S,72.0,205.0,3,0.8531,Columbus,OH,
1039,HighSchool,2019,,Jayden Russell,St. Thomas Aquinas,Kansas,S,74.0,180.0,3,0.8531,Overland Park,KS,
1040,HighSchool,2019,,Joshua Fuga,Freedom,Virginia Tech,DT,73.0,301.0,3,0.853,Woodbridge,VA,
1041,HighSchool,2019,,Josh DeBerry,De La Salle Collegiate,Boston College,CB,72.0,165.0,3,0.853,Warren,MI,
1042,HighSchool,2019,,Dawand Jones,Ben Davis,Ohio State,OT,80.0,360.0,3,0.8527,Indianapolis,IN,
1043,HighSchool,2019,,Isreal Isuman-Hundley,Colleyville Heritage,Oklahoma State,WDE,77.0,230.0,3,0.8527,Colleyville,TX,
1044,HighSchool,2019,,McKel Broussard,Notre Dame,UTEP,ATH,72.0,182.0,3,0.8527,Sherman Oaks,CA,
1045,HighSchool,2019,,Brian Dillard,Lake Weir,Florida International,CB,74.0,190.0,3,0.8527,Ocala,FL,
1046,HighSchool,2019,,Joacheim Price,Harry D Jacobs,Western Michigan,OT,80.0,315.0,3,0.8527,Algonquin,IL,
1047,HighSchool,2019,,LaKenith Thompson,Callaway,,RB,73.0,205.0,3,0.8527,Jackson,MS,
1048,HighSchool,2019,,Tre Huntley,Lakeland,,WDE,75.0,225.0,3,0.8527,Lakeland,FL,
1049,HighSchool,2019,,Bertrand Carrell,Madison Prep Academy,Southern,S,71.0,180.0,3,0.8527,Baton Rouge,LA,
1050,HighSchool,2019,,Kendarias Moses,Southern University Lab School,,S,75.0,173.0,3,0.8527,Baton Rouge,LA,
1051,HighSchool,2019,,Justin Fomby,Central Gwinnett,Northern Iowa,PRO,76.0,185.0,3,0.8527,Lawrenceville,GA,
1052,HighSchool,2019,,Trevis Hopper,Memphis Central,Memphis,DT,74.0,260.0,3,0.8527,Memphis,TN,
1053,HighSchool,2019,,Joko Willis,Troup County,,ILB,75.0,200.0,3,0.8527,Lagrange,GA,
1054,HighSchool,2019,,Travon Thomas,Edison,Florida Atlantic,SDE,74.0,225.0,3,0.8527,Miami,FL,
1055,HighSchool,2019,,Allen Smith,Grayson,Louisville,OLB,75.0,205.0,3,0.8527,Loganville,GA,
1056,HighSchool,2019,,Skyler Meyers,Blue Springs,Wisconsin,OLB,75.0,200.0,3,0.8526,Blue Springs,MO,
1057,HighSchool,2019,,Conrad Rowley,Blue Springs,Northwestern,OG,76.0,275.0,3,0.8526,Blue Springs,MO,
1058,HighSchool,2019,,Josh Foster,Newton,TCU,ATH,72.0,165.0,3,0.8526,Newton,TX,
1059,HighSchool,2019,,Myles Jernigan,South Grand Prairie,California,OLB,75.0,209.0,3,0.8526,Grand Prairie,TX,
1060,HighSchool,2019,,Treyson Potts,Williamsport Area,Minnesota,APB,70.0,182.0,3,0.8526,Williamsport,PA,
1061,HighSchool,2019,,Tony Amerson,St James School,Georgia Tech,RB,71.0,220.0,3,0.8526,Montgomery,AL,
1062,HighSchool,2019,,Jamil Muhammad,James Clemens,Vanderbilt,ATH,73.0,217.0,3,0.8526,Madison,AL,
1063,HighSchool,2019,,Hayden Wolff,Venice,Old Dominion,PRO,77.0,212.0,3,0.8526,VENICE,FL,
1064,HighSchool,2019,,Jalen Mitchell,Rockledge,Louisville,RB,71.0,201.0,3,0.8526,Southwest Brevard Cnty,FL,
1065,HighSchool,2019,,Ahdarrious Gee,Crisp County,Troy,ILB,73.0,190.0,3,0.8526,Cordele,GA,
1066,HighSchool,2019,,Niko Hea,Christian Brothers College,Missouri,TE,77.0,220.0,3,0.8523,Saint Louis,MO,
1067,HighSchool,2019,,Jarrad Baker,Eau Gallie,UCF,CB,72.0,175.0,3,0.8521,Melbourne,FL,
1068,HighSchool,2019,,Christian Rorie,William G Enloe,Duke,SDE,77.0,267.0,3,0.8521,Raleigh,NC,
1069,HighSchool,2019,,TJ McDaniel,Southlake Carroll,SMU,ATH,71.0,187.0,3,0.8519,Southlake,TX,
1070,HighSchool,2019,,Brady Latham,Jenks,Arkansas,OT,77.0,287.0,3,0.8519,Jenks,OK,
1071,HighSchool,2019,,Brandon Legendre,E D White Catholic,Louisiana,ATH,69.0,180.0,3,0.8519,Thibodaux,LA,
1072,HighSchool,2019,,Cole Kramer,Eden Prairie,Minnesota,DUAL,73.0,188.0,3,0.8519,Eden Prairie,MN,
1073,HighSchool,2019,,Alphonzo Tuputala,Federal Way,Washington,ILB,73.75,249.0,3,0.8519,Federal Way,WA,
1074,HighSchool,2019,,Zahran Manley,Upland,Stanford,CB,74.0,176.0,3,0.8519,Upland,CA,
1075,HighSchool,2019,,Willie Harts,Pittsburg,Arizona State,CB,72.0,170.0,3,0.8519,Pittsburg,CA,
1076,HighSchool,2019,,Chico Bennett Jr.,Battle Ground Academy,Georgia Tech,OLB,76.0,215.0,3,0.8519,Franklin,TN,
1077,HighSchool,2019,,Bam Brima,Loyalsock Twp,Pittsburgh,SDE,78.0,230.0,3,0.8519,Worcester,MA,
1078,HighSchool,2019,,Jay Stanley,Brandon,Ole Miss,S,74.0,195.0,3,0.8519,Brandon,MS,
1079,HighSchool,2019,,Alonzo Hall,Reseda Senior,Wyoming,WDE,77.0,245.0,3,0.8519,Reseda,CA,
1080,HighSchool,2019,,Chris Toudle,John T Hoggard,NC State,WR,76.0,215.0,3,0.8519,Wilmington,NC,
1081,HighSchool,2019,,Isaiah Washington,Trinity Christian Academy,Rutgers,WR,75.0,192.0,3,0.8518,Jacksonville,FL,
1082,HighSchool,2019,,Marcus Miller,Warren,Arkansas,DT,77.0,300.0,3,0.8518,Warren,AR,
1083,HighSchool,2019,,DeShawn Page,Fulton,Marshall,ILB,74.0,215.0,3,0.8518,Knoxville,TN,
1084,HighSchool,2019,,Ali Jennings,Highland Springs,West Virginia,WR,74.0,186.0,3,0.8518,Highland Springs,VA,
1085,HighSchool,2019,,Akili Arnold,Mission Viejo,Oregon State,ATH,73.0,190.0,3,0.8516,Mission Viejo,CA,
1086,HighSchool,2019,,Edward Gipson,Pelham,Jacksonville State,ATH,75.0,190.0,3,0.8516,Pelham,AL,
1087,HighSchool,2019,,Jojo Hawkins,Orange Lutheran,Princeton,ATH,69.0,160.0,3,0.8516,Buena Park,CA,
1088,HighSchool,2019,,Jake Bailey,St. John Bosco,Rice,ATH,70.0,180.0,3,0.8516,Bellflower,CA,
1089,HighSchool,2019,,David Summers,St Joseph,Syracuse,PRO,75.0,205.0,3,0.8514,Trumbull,CT,
1090,HighSchool,2019,,Zykamren Robinson,Spartanburg,,RB,71.5,222.0,3,0.8514,Spartanburg,SC,
1091,HighSchool,2019,,Solomon Turner,Prestonwood Christian,Baylor,S,73.5,209.0,3,0.8513,Plano,TX,
1092,HighSchool,2019,,Maurice Smith,Miami Central,Florida State,OG,74.0,276.0,3,0.8513,Miami,FL,
1093,HighSchool,2019,,Rayyan Buell,Hornell Senior,Rutgers,DT,74.0,280.0,3,0.8512,Hornell,NY,
1094,HighSchool,2019,,Chris'Seon Stringer,Taft,Toledo,WR,75.0,180.0,3,0.8512,Cincinnati,OH,
1095,HighSchool,2019,,Payton Thorne,Naperville Central,Michigan State,DUAL,74.0,187.0,3,0.8511,Naperville,IL,
1096,HighSchool,2019,,Kendre Gant,Port St. Joe,Florida International,WR,75.0,193.0,3,0.8511,Port Saint Joe,FL,
1097,HighSchool,2019,,Junior Tafuna,Bingham,Utah,OLB,75.0,220.0,3,0.8511,South Jordan,UT,
1098,HighSchool,2019,,Dylan Rathcke,University Lab,Arkansas,OT,77.0,290.0,3,0.851,Baton Rouge,LA,
1099,HighSchool,2019,,Clay Cundiff,Bishop Carroll,Wisconsin,TE,76.0,230.0,3,0.851,Wichita,KS,
1100,HighSchool,2019,,Daraun McKinney,River Rouge,Iowa,ATH,70.0,170.0,3,0.851,River Rouge,MI,
1101,HighSchool,2019,,Cecil Powell,Piper,NC State,S,73.0,193.0,3,0.8507,Fort Lauderdale,FL,
1102,HighSchool,2019,,Dejon Benton,Pittsburg,USC,DT,74.5,260.0,3,0.8506,Pittsburg,CA,
1103,HighSchool,2019,,Jordan Kerley,McNeil,Arizona State,WR,73.0,190.0,3,0.8506,Austin,TX,
1104,HighSchool,2019,,Skylar Loving-Black,Valley Christian,Iowa State,TE,75.0,220.0,3,0.8506,San Jose,CA,
1105,HighSchool,2019,,Cameron Wiley,Desert Pines,Minnesota,ATH,74.0,195.0,3,0.8506,Las Vegas,NV,
1106,HighSchool,2019,,Nyles Beverly,Nordonia,Purdue,CB,71.0,180.0,3,0.8506,Macedonia,OH,
1107,HighSchool,2019,,Tra Wilkins,Stephenson,Kentucky,ILB,72.0,215.0,3,0.8506,Stone Mountain,GA,
1108,HighSchool,2019,,Jalen Williams,Landon School,Boston College,S,72.0,193.0,3,0.8506,Bethesda,MD,
1109,HighSchool,2019,,Michael Katic,Pine-Richland,Indiana,OG,76.0,270.0,3,0.8506,Gibsonia,PA,
1110,HighSchool,2019,,Simon Gonzalez,Magnolia West,Texas Tech,TE,75.0,222.0,3,0.8505,Magnolia,TX,
1111,HighSchool,2019,,Stacy Brown,Duncanville,Missouri,S,74.0,194.0,3,0.8505,Duncanville,TX,
1112,HighSchool,2019,,Arvell Ferguson,Kirkwood,,WDE,77.0,215.0,3,0.8505,Saint Louis,MO,
1113,HighSchool,2019,,Joey Capra,Placer,San Diego State,OC,76.0,275.0,3,0.8505,Auburn,CA,
1114,HighSchool,2019,,Jake Karchinski,West De Pere,Iowa,SDE,77.0,245.0,3,0.8505,De Pere,WI,
1115,HighSchool,2019,,Cameron Mitchell,Bolingbrook,Northwestern,CB,71.0,175.0,3,0.8505,Bolingbrook,IL,
1116,HighSchool,2019,,Donovan Ollie,Wylie,Washington State,WR,75.0,205.0,3,0.8505,Wylie,TX,
1117,HighSchool,2019,,Derrick Miller,John Burroughs School,Iowa State,CB,70.5,168.0,3,0.8505,Saint Louis,MO,
1118,HighSchool,2019,,Lew Nichols III,Cass Technical,Central Michigan,RB,71.0,200.0,3,0.8505,Southfield,MI,
1119,HighSchool,2019,,Joel DeCoursey,Zionsville,Vanderbilt,TE,77.0,220.0,3,0.8505,Zionsville,IN,
1120,HighSchool,2019,,Devin Ellison,Bartram Trail,Georgia Tech,RB,69.0,190.0,3,0.8505,Jacksonville,FL,
1121,HighSchool,2019,,Keevan Bailey,Salem,Colorado State,CB,73.0,175.0,3,0.8505,Conyers,GA,
1122,HighSchool,2019,,MJ Griffin,Saline,Temple,S,74.0,195.0,3,0.8504,Saline,MI,
1123,HighSchool,2019,,Lincoln Victor,Union,Hawai'i,ATH,70.0,165.0,3,0.8499,Vancouver,WA,
1124,HighSchool,2019,,Deonte Simpson,West Brook,North Texas,WR,72.0,192.0,3,0.8499,Beaumont,TX,
1125,HighSchool,2019,,Cortlin Martin,Blount,,OLB,73.0,265.0,3,0.8499,Eight Mile,AL,
1126,HighSchool,2019,,Donivan Wright,Lawrence Central,,WR,72.0,165.0,3,0.8499,Indianapolis,IN,
1127,HighSchool,2019,,Ife Adeyi,Mansfield Legacy,Sam Houston State,WR,69.0,160.0,3,0.8499,Mansfield,TX,
1128,HighSchool,2019,,Jamel Hamm,Fork Union Military (HS),,CB,77.0,200.0,3,0.8499,Cleveland,OH,
1129,HighSchool,2019,,Hunter Hill,Orem,Utah State,OT,78.0,275.0,3,0.8498,Orem,UT,
1130,HighSchool,2019,,Malcolm Ray,Miami Carol City,Florida State,DT,74.0,247.0,3,0.8498,Opa Locka,FL,
1131,HighSchool,2019,,Mike Brown-Stephens,Springfield,Minnesota,WR,71.0,178.0,3,0.8498,Springfield,OH,
1132,HighSchool,2019,,Evan Bennett,Mater Dei,Oregon State,DT,75.0,315.0,3,0.8497,Santa Ana,CA,
1133,HighSchool,2019,,Stone Norton,Davidson Academy,Florida International,PRO,75.0,190.0,3,0.8497,Nashville,TN,
1134,HighSchool,2019,,Jashon Watkins,East Nashville Magnet School,Memphis,ATH,75.5,180.0,3,0.8493,Nashville,TN,
1135,HighSchool,2019,,Kameron Blount,St. Charles,Maryland,OLB,74.0,216.0,3,0.8493,Waldorf,MD,
1136,HighSchool,2019,,Rodrigues Clark,Starkville,Memphis,RB,71.0,205.0,3,0.8493,Starkville,MS,
1137,HighSchool,2019,,John Gelotte,Dorman,Duke,OT,78.0,280.0,3,0.8493,Roebuck,SC,
1138,HighSchool,2019,,Justin Menard,Eagles Landing Christian Academy,UCF,CB,71.0,180.0,3,0.8493,Stockbridge,GA,
1139,HighSchool,2019,,Drake Nugent,Highlands Ranch,Stanford,OC,74.0,275.0,3,0.8492,Littleton,CO,
1140,HighSchool,2019,,Bryce Ramsey,Harrison Central,Ole Miss,OG,73.5,336.0,3,0.8492,Gulfport,MS,
1141,HighSchool,2019,,Jeremiah Pruitte,Wheeler,,ATH,78.0,218.0,3,0.8492,Marietta,GA,
1142,HighSchool,2019,,Dequan Finn,Martin Luther King,Toledo,DUAL,73.0,183.0,3,0.8491,Detroit,MI,
1143,HighSchool,2019,,Mykol Clark,Crowley,Louisiana Tech,WDE,76.0,212.0,3,0.8491,Crowley,TX,
1144,HighSchool,2019,,Michael Kern,Lake Nona,Wake Forest,PRO,73.0,168.0,3,0.8486,Orlando,FL,
1145,HighSchool,2019,,Tyler Guidry,Southern University Lab School,Louisiana,OLB,74.0,220.0,3,0.8485,Baton Rouge,LA,
1146,HighSchool,2019,,Xavier Ross,Cedar Hill,Oklahoma State,DT,75.0,285.0,3,0.8485,Cedar Hill,TX,
1147,HighSchool,2019,,Solomon Brown,Largo,Minnesota,CB,71.0,170.0,3,0.8485,Largo,FL,
1148,HighSchool,2019,,Alex Padilla,Cherry Creek,Iowa,PRO,73.0,190.0,3,0.8485,Englewood,CO,
1149,HighSchool,2019,,Adetomiwa Adebawore,North Kansas City,Northwestern,SDE,73.5,251.0,3,0.8485,Kansas City,MO,
1150,HighSchool,2019,,Josh Ahern,Lake Braddock,Virginia,ILB,75.0,217.0,3,0.8485,Burke,VA,
1151,HighSchool,2019,,Leonard Glass,San Joaquin Memorial,Iowa State,ATH,68.5,173.0,3,0.8485,Fresno,CA,
1152,HighSchool,2019,,C.J. Person,Montgomery Catholic Preparatory,Indiana,DT,74.0,295.0,3,0.8485,Montgomery,AL,
1153,HighSchool,2019,,Thomas Grayson,Booker T. Washington,Kansas State,RB,72.0,190.0,3,0.8485,Tulsa,OK,
1154,HighSchool,2019,,Caleb Oppan,North Cobb,Duke,WDE,76.0,220.0,3,0.8485,Kennesaw,GA,
1155,HighSchool,2019,,De'Mitri Monroe,Van Vleck,,APB,70.0,180.0,3,0.8485,Van Vleck,TX,
1156,HighSchool,2019,,Aman Greenwood,St. John's College HS,Syracuse,S,72.0,180.0,3,0.8485,Washington,DC,
1157,HighSchool,2019,,Aric Horne,Raines,Iowa State,ILB,73.0,210.0,3,0.8485,Jacksonville,FL,
1158,HighSchool,2019,,Raykwon Anderson,Charlton County,Appalachian State,CB,69.0,167.0,3,0.8485,Folkston,GA,
1159,HighSchool,2019,,Luke Baker,Gulf Coast,Southern Mississippi,TE,77.0,217.0,3,0.8485,Naples,FL,
1160,HighSchool,2019,,Caleb Warren,Nanih Waiya Attendance Center,Ole Miss,OT,76.0,305.0,3,0.8485,Louisville,MS,
1161,HighSchool,2019,,Gyasi Mattison,Hillsboro,,ATH,72.0,170.0,3,0.8484,Nashville,TN,
1162,HighSchool,2019,,Steven Hawthorne,De La Salle Institute,Cincinnati,WDE,76.0,220.0,3,0.8484,Chicago,IL,
1163,HighSchool,2019,,Darius Williams,Norland,South Florida,OLB,72.0,210.0,3,0.8484,Miami,FL,
1164,HighSchool,2019,,Stephan Bracey,East Kentwood,Wisconsin,WR,69.0,160.0,3,0.8481,Grand Rapids,MI,
1165,HighSchool,2019,,Jordan Kirkbride,Bishop Hartley,Dartmouth,TE,78.0,230.0,3,0.848,Columbus,OH,
1166,HighSchool,2019,,Damon Kaylor,Huntington North,Michigan State,OT,78.0,315.0,3,0.848,Huntington,IN,
1167,HighSchool,2019,,Carter Colquitt,Buford,Ole Miss,OT,77.0,300.0,3,0.848,Buford,GA,
1168,HighSchool,2019,,James Williams,Chaminade-Madonna Prep,Wisconsin,CB,71.0,175.0,3,0.8479,Hollywood,FL,
1169,HighSchool,2019,,Kinkead Dent,Jackson Academy,Ole Miss,PRO,77.0,205.0,3,0.8479,Flowood,MS,
1170,HighSchool,2019,,Dino Tomlin,Shady Side Academy,Maryland,WR,72.0,165.0,3,0.8478,Pittsburgh,PA,
1171,HighSchool,2019,,Aaron Lowe,West Mesquite,Utah,S,72.0,180.0,3,0.8477,Mesquite,TX,
1172,HighSchool,2019,,Sam LaPorta,Highland,Iowa,TE,76.0,225.0,3,0.8477,Highland,IL,
1173,HighSchool,2019,,Sam Saxton,St. Michael's Academy,,PRO,77.0,190.0,3,0.8477,Austin,TX,
1174,HighSchool,2019,,Carl Jones,Bakersfield,UCLA,S,73.0,195.0,3,0.8477,Bakersfield,CA,
1175,HighSchool,2019,,Brett Gabbert,Christian Brothers College,Miami (OH),PRO,72.0,190.0,3,0.8477,Saint Louis,MO,
1176,HighSchool,2019,,Jalon Calhoun,Southside,Duke,WR,71.0,177.0,3,0.8477,Greenville,SC,
1177,HighSchool,2019,,Kevin Hester,North Cobb,North Carolina,SDE,78.0,230.0,3,0.8477,Kennesaw,GA,
1178,HighSchool,2019,,Sione Finau,Central HS,Florida International,OG,75.0,300.0,3,0.8477,Keller,TX,
1179,HighSchool,2019,,Andrew Henry,Allen,,RB,70.0,180.0,3,0.8477,Allen,TX,
1180,HighSchool,2019,,EJ Jackson,Glades Central,,CB,72.0,170.0,3,0.8477,West Palm Beach,FL,
1181,HighSchool,2019,,Z'Core Brooks,Woodrow Wilson,Missouri,WDE,78.0,220.0,3,0.8477,Dallas,TX,
1182,HighSchool,2019,,Jalen McGaughy,Martin Luther King,Ball State,WR,75.0,195.0,3,0.8477,Detroit,MI,
1183,HighSchool,2019,,Nate Leskovec,Solon,Harvard,SDE,75.0,250.0,3,0.8477,Solon,OH,
1184,HighSchool,2019,,Trevor Solomon-Wilson,Amos P. Godby,Buffalo,WR,70.0,190.0,3,0.8477,Tallahassee,FL,
1185,HighSchool,2019,,Luke Weerts,Batavia,North Dakota State,ILB,74.0,231.0,3,0.8477,Batavia,IL,
1186,HighSchool,2019,,Logic Hudgens,Archbishop Spalding,Buffalo,CB,72.0,180.0,3,0.8477,Severn,MD,
1187,HighSchool,2019,,Deshawn Holt,Westlake,Maryland,WDE,77.0,220.0,3,0.8474,Waldorf,MD,
1188,HighSchool,2019,,Franklin Banks,El Cerrito,,DT,73.0,360.0,3,0.8473,El Cerrito,CA,
1189,HighSchool,2019,,RJ Orebo,Dayton,Texas A&M,OLB,78.0,235.0,3,0.8473,Dayton,TX,
1190,HighSchool,2019,,TJ Franklin,Temple,Baylor,SDE,77.0,280.0,3,0.8473,Temple,TX,
1191,HighSchool,2019,,Luke Felix-Fualalo,Mater Dei,Utah,OT,79.0,300.0,3,0.8473,Santa Ana,CA,
1192,HighSchool,2019,,Alec Pell,Cherry Creek,Colorado,OLB,76.0,230.0,3,0.8473,Englewood,CO,
1193,HighSchool,2019,,Jalen Johnson,Eleanor Roosevelt,Arizona,WR,74.5,170.0,3,0.8473,Corona,CA,
1194,HighSchool,2019,,Jamari Williams,Cardinal Gibbons,Arizona,OG,76.0,275.0,3,0.8472,Fort Lauderdale,FL,
1195,HighSchool,2019,,Keyon Lesane,Butler,NC State,WR,72.0,180.0,3,0.8472,Matthews,NC,
1196,HighSchool,2019,,Jordan Waters,Fairmont,Duke,WR,73.0,201.0,3,0.8472,Fairmont,NC,
1197,HighSchool,2019,,Storm Duck,Boiling Springs,North Carolina,CB,73.0,180.0,3,0.8472,Boiling Springs,SC,
1198,HighSchool,2019,,Jordan Jakes,St. Frances Academy,Indiana,WR,77.0,195.0,3,0.8472,McDonough,GA,
1199,HighSchool,2019,,Knowledge McDaniel,Braden River,Marshall,RB,71.0,215.0,3,0.8472,Bradenton,FL,
1200,HighSchool,2019,,Zay Flowers,University School,Boston College,WR,71.0,170.0,3,0.8471,Fort Lauderdale,FL,
1201,HighSchool,2019,,Ja'Quan McMillian,West Forsyth,East Carolina,CB,69.0,165.0,3,0.8471,Clemmons,NC,
1202,HighSchool,2019,,Paul Matavao-Poialii,Jefferson,Baylor,OG,76.0,330.0,3,0.8469,Daly City,CA,
1203,HighSchool,2019,,Braylen Weems,Archer,,WR,71.0,170.0,3,0.8468,Lawrenceville,GA,
1204,HighSchool,2019,,Khymani Martin,Palm Glades Prep,,WR,74.0,195.0,3,0.8467,Miami,FL,
1205,HighSchool,2019,,Ni'Kendrick Carter,Many,Florida International,OLB,75.0,230.0,3,0.8466,Many,LA,
1206,HighSchool,2019,,Jha'Quan Jackson,Hahnville,Tulane,ATH,70.0,175.0,3,0.8466,Boutte,LA,
1207,HighSchool,2019,,Brian Ugwu,Hillside,Rutgers,WDE,74.0,222.0,3,0.8466,Hillside,NJ,
1208,HighSchool,2019,,Paris Brown Jr.,McEachern,,RB,70.0,198.0,3,0.8466,Powder Springs,GA,
1209,HighSchool,2019,,David Spaulding,Bradwell Institute,Georgia Southern,CB,74.0,185.0,3,0.8466,Hinesville,GA,
1210,HighSchool,2019,,Isaiah Howard,Grayson,Baylor,SDE,76.0,285.0,3,0.8466,Loganville,GA,
1211,HighSchool,2019,,Ezeriah Anderson,Armwood,Iowa State,WR,77.0,210.0,3,0.8465,Seffner,FL,
1212,HighSchool,2019,,Trey Rucker,Flint Hill School,Wake Forest,S,72.0,190.0,3,0.8465,Oakton,VA,
1213,HighSchool,2019,,Jayden Williams,Centennial,USC,S,73.0,190.0,3,0.8465,Corona,CA,
1214,HighSchool,2019,,Ke'Andre Street,John Tyler,Houston,WR,75.0,200.0,3,0.8464,Tyler,TX,
1215,HighSchool,2019,,Amani Gilmore,Amite,Kentucky,PRO,74.0,200.0,3,0.8464,Amite,LA,
